Year,Make,Model/Grade,Price (JA$),URL
2015,Honda,"Vezel 1,8L","JA$2,380,000",https://www.jacars.net/adv/2500690_honda-vezel-1-8l-2015/
2018,Honda,"Accord 1,5L","JA$2,380,000",https://www.jacars.net/adv/2496550_honda-accord-1-5l-2018/
2019,Honda,"Shuttle 1,5L","JA$1,900,000",https://www.jacars.net/adv/2489182_honda-shuttle-1-5l-2019/
2018,Honda,"Grace 1,5L","JA$2,300,000",https://www.jacars.net/adv/2500672_honda-grace-1-5l-2018/
2016,Honda,"Grace 1,5L","JA$2,150,000",https://www.jacars.net/adv/2500663_honda-grace-1-5l-2016/
2021,Honda,"Shuttle 1,5L","JA$2,350,000",https://www.jacars.net/adv/2496380_honda-shuttle-1-5l-2021/
2020,Honda,"Fit 1,5L","JA$2,099,000",https://www.jacars.net/adv/2494001_honda-fit-1-5l-2020/
2020,Honda,"Civic 1,5L","JA$3,800,000",https://www.jacars.net/adv/2500383_honda-civic-1-5l-2020/
2019,Honda,"Fit 1,5L","JA$2,550,000",https://www.jacars.net/adv/2429230_honda-fit-1-5l-2018/
2005,Honda,"Accord 2,0L","JA$850,000",https://www.jacars.net/adv/2500614_honda-accord-2-0l-2005/
2016,Honda,"Vezel RS 1,5L","JA$2,590,000",https://www.jacars.net/adv/2475630_honda-vezel-rs-1-5l-2016/
2014,Honda,"Accord 2,4L","JA$2,400,000",https://www.jacars.net/adv/2500610_honda-accord-2-4l-2014/
2020,Honda,"Civic 2,0L","JA$2,950,000",https://www.jacars.net/adv/2500583_honda-civic-2-0l-2020/
2009,Honda,"Fit 1,3L","JA$750,000",https://www.jacars.net/adv/2500574_honda-fit-1-3l-2009/
2019,Honda,"Vezel 1,5L","JA$3,700,000",https://www.jacars.net/adv/2500568_honda-vezel-1-5l-2019/
2010,Honda,"CR-V 2,4L","JA$1,300,000",https://www.jacars.net/adv/2500560_honda-cr-v-2-4l-2010/
2019,Honda,"Vezel 1,5L","JA$3,200,000",https://www.jacars.net/adv/2466703_honda-vezel-1-5l-2019/
2014,Honda,"Fit 1,3L","JA$1,130,000",https://www.jacars.net/adv/2500545_honda-fit-1-3l-2014/
2017,Honda,"Shuttle 1,5L","JA$1,600,000",https://www.jacars.net/adv/2500535_honda-shuttle-1-5l-2017/
2017,Honda,"Civic 2,0L","JA$2,700,000",https://www.jacars.net/adv/2500534_honda-civic-2-0l-2017/
2014,Honda,"CR-V 2,4L",Call for price,https://www.jacars.net/adv/2500529_honda-cr-v-2-4l-2014/
2015,Honda,"Vezel 1,5L","JA$2,400,000",https://www.jacars.net/adv/2500525_honda-vezel-1-5l-2015/
2022,Honda,"Vezel 1,5L","JA$4,900,000",https://www.jacars.net/adv/2500521_honda-vezel-1-5l-2022/
2022,Honda,"Vezel 1,5L","JA$4,690,000",https://www.jacars.net/adv/2496134_honda-vezel-1-5l-2022/
2014,Honda,"Vezel 1,5L","JA$2,300,000",https://www.jacars.net/adv/2478170_honda-vezel-1-5l-2014/
2015,Honda,"Civic 1,8L","JA$1,390,000",https://www.jacars.net/adv/2500505_honda-civic-1-8l-2015/
2019,Honda,"Fit 1,5L","JA$2,150,000",https://www.jacars.net/adv/2500483_honda-fit-1-5l-2019/
2023,Honda,"Vezel 1,5L","JA$5,500,000",https://www.jacars.net/adv/2500480_honda-vezel-1-5l-2023/
2021,Honda,"Fit Shuttle 1,5L","JA$2,220,000",https://www.jacars.net/adv/2500477_honda-fit-shuttle-1-5l-2021/
2022,Honda,"Vezel 1,5L","JA$5,280,000",https://www.jacars.net/adv/2496681_honda-vezel-1-5l-2022/
2019,Honda,"Fit 1,5L","JA$2,380,000",https://www.jacars.net/adv/2493823_honda-fit-1-5l-2019/
2019,Honda,"Fit 1,5L","JA$2,350,000",https://www.jacars.net/adv/2493825_honda-fit-1-5l-2019/
2016,Honda,"Grace 1,5L","JA$2,050,000",https://www.jacars.net/adv/2499961_honda-fit-1-5l-2016/
2018,Honda,"Fit 1,5L","JA$1,700,000",https://www.jacars.net/adv/2500466_honda-fit-1-5l-2018/
2020,Honda,"Shuttle 1,5L","JA$2,350,000",https://www.jacars.net/adv/2489162_honda-shuttle-2-1l-2020/
2020,Honda,"Shuttle 1,5L","JA$2,090,000",https://www.jacars.net/adv/2475310_honda-shuttle-1-5l-2020/
2020,Honda,"Vezel 1,5L","JA$3,450,000",https://www.jacars.net/adv/2493507_honda-vezel-1-5l-2020/
2016,Honda,"CR-V 2,0L","JA$2,600,000",https://www.jacars.net/adv/2500433_honda-cr-v-2-0l-2016/
2017,Honda,"Fit Shuttle 1,5L","JA$1,700,000",https://www.jacars.net/adv/2500393_honda-fit-shuttle-1-5l-2017/
2010,Honda,"Civic 1,8L","JA$800,000",https://www.jacars.net/adv/2500391_honda-civic-1-8l-2010/
2019,Honda,"Grace 1,5L","JA$2,360,000",https://www.jacars.net/adv/2493056_toyota-noah-wxb/
2019,Honda,"Grace 1,5L","JA$2,360,000",https://www.jacars.net/adv/2494013_honda-grace-1-5l-2019/
2015,Honda,"Stepwgn Spada 2,0L","JA$2,680,000",https://www.jacars.net/adv/2500376_honda-stepwgn-spada-2-0l-2015/
2015,Honda,"Stepwgn 2,0L","JA$2,290,000",https://www.jacars.net/adv/2496340_honda-stepwgn-2-0l-2015/
2015,Honda,"Stepwgn Spada 2,0L","JA$2,599,999",https://www.jacars.net/adv/2500367_honda-stepwgn-spada-2-0l-2015/
2018,Honda,"Vezel RS 1,8L","JA$4,050,000",https://www.jacars.net/adv/2500358_honda-vezel-rs-1-8l-2018/
2016,Honda,"Odyssey 2,4L","JA$2,530,000",https://www.jacars.net/adv/2500355_honda-odyssey-2-4l-2016/
2018,Honda,"Fit RS 1,5L","JA$2,250,000",https://www.jacars.net/adv/2500349_honda-fit-rs-1-5l-2018/
2014,Honda,"Vezel 1,5L","JA$1,990,000",https://www.jacars.net/adv/2500347_honda-vezel-1-5l-2014/
2016,Honda,"Vezel 1,5L","JA$2,500,000",https://www.jacars.net/adv/2500346_honda-vezel-1-5l-2016/
2023,Honda,"Vezel 1,6L","JA$5,150,000",https://www.jacars.net/adv/2500344_honda-vezel-1-6l-2023/
2019,Honda,"Fit 1,5L","JA$2,200,000",https://www.jacars.net/adv/2499473_honda-fit-1-5l-2019/
2019,Honda,"Fit 1,3L","JA$2,450,000",https://www.jacars.net/adv/2500330_honda-fit-1-3l-2019/
2020,Honda,"Vezel 1,5L","JA$3,690,000",https://www.jacars.net/adv/2500321_honda-vezel-1-5l-2020/
2019,Honda,"Vezel 1,5L","JA$3,390,000",https://www.jacars.net/adv/2472370_honda-vezel-1-5l-2019/
2013,Honda,"CR-V 2,0L","JA$2,450,000",https://www.jacars.net/adv/2488993_honda-cr-v-2-0l-2013/
2019,Honda,"Grace 1,5L","JA$2,599,999",https://www.jacars.net/adv/2500312_honda-grace-1-5l-2019/
2021,Honda,"Vezel 1,5L","JA$4,650,000",https://www.jacars.net/adv/2500311_honda-vezel-1-5l-2021/
2018,Honda,"Civic 2,0L","JA$1,700,000",https://www.jacars.net/adv/2500304_honda-civic-2-0l-2018/
2015,Honda,"Accord 1,7L","JA$1,690,000",https://www.jacars.net/adv/2495547_honda-accord-1-7l-2015/
2012,Honda,"Accord 2,0L","JA$1,580,000",https://www.jacars.net/adv/2499536_honda-accord-2-0l-2012/
2016,Honda,"Vezel 1,5L",Negotiable,https://www.jacars.net/adv/2462075_honda-vezel-1-5l-2016/
2000,Honda,"Civic 1,5L","JA$500,000",https://www.jacars.net/adv/2500286_honda-civic-1-5l-2000/
2016,Honda,"Accord 2,4L","JA$2,000,000",https://www.jacars.net/adv/2500282_honda-accord-2-4l-2016/
2015,Honda,"Vezel 1,5L","JA$2,600,000",https://www.jacars.net/adv/2500262_honda-vezel-1-5l-2015/
2018,Honda,"Fit Shuttle 1,5L","JA$1,850,000",https://www.jacars.net/adv/2493418_honda-fit-shuttle-1-5l-2018/
2024,Honda,"Vezel 1,5L","JA$4,980,000",https://www.jacars.net/adv/2500253_honda-vezel-1-5l-2024/
2014,Honda,"CR-V 2,0L","JA$2,470,000",https://www.jacars.net/adv/2500250_honda-cr-v-2-0l-2014/
2017,Honda,"CR-V 2,0L",Call for price,https://www.jacars.net/adv/2500247_honda-cr-v-2-0l-2017/
2012,Honda,"Accord 2,0L","JA$1,650,000",https://www.jacars.net/adv/2493957_honda-accord-2-0l-2012/
2012,Honda,"Civic 1,8L","JA$1,000,000",https://www.jacars.net/adv/2500240_honda-civic-1-8l-2012/
2014,Honda,"Stepwgn Spada 2,0L","JA$2,250,000",https://www.jacars.net/adv/2489644_honda-stepwgn-spada-2-0l-2014/
2020,Honda,"Fit Shuttle 1,5L","JA$2,250,000",https://www.jacars.net/adv/2500231_honda-fit-shuttle-1-5l-2020/
2019,Honda,"Shuttle 1,5L","JA$1,999,000",https://www.jacars.net/adv/2493494_honda-shuttle-1-5l-2019/
2015,Honda,"Stepwgn Spada 2,0L","JA$2,590,000",https://www.jacars.net/adv/2500228_honda-stepwgn-spada-2-0l-2015/
2020,Honda,"Vezel 1,5L",Negotiable,https://www.jacars.net/adv/2496129_honda-vezel-1-5l-2020/
2020,Honda,"Vezel 1,5L","JA$3,690,000",https://www.jacars.net/adv/2500222_honda-vezel-1-5l-2020/
1997,Honda,"Civic 1,5L","JA$450,000",https://www.jacars.net/adv/2500172_honda-civic-1-5l-1997/
2014,Honda,"Stepwgn Spada 2,0L","JA$2,250,000",https://www.jacars.net/adv/2500169_honda-stepwgn-spada-2-0l-2014/
2024,Honda,"Vezel 1,5L","JA$5,950,000",https://www.jacars.net/adv/2500168_honda-vezel-1-5l-2024/
2019,Honda,"Vezel 1,5L","JA$3,499,999",https://www.jacars.net/adv/2467310_honda-vezel-1-5l-2019/
2020,Honda,"Vezel 1,5L","JA$3,590,000",https://www.jacars.net/adv/2486849_honda-vezel-1-5l-2020/
2002,Honda,"Accord 2,3L","JA$450,000",https://www.jacars.net/adv/2500116_honda-accord-2-3l-2002/
2017,Honda,"Civic 1,6L","JA$2,650,000",https://www.jacars.net/adv/2500115_honda-civic-1-6l-2017/
2022,Honda,"Vezel 1,5L","JA$4,650,000",https://www.jacars.net/adv/2499887_honda-vezel-1-5l-2022/
2020,Honda,"Freed 1,5L",Call for price,https://www.jacars.net/adv/2470248_honda-freed-1-5l-2020/
2018,Honda,"Actv 1,1L",Call for price,https://www.jacars.net/adv/2395564_honda-actv-1-1l-2018/
2017,Honda,"Fit 1,5L","Swap, Negotiable",https://www.jacars.net/adv/2490963_honda-fit-1-5l-2017/
2020,Honda,"Vezel 1,5L",Call for price,https://www.jacars.net/adv/2470251_honda-vezel-1-5l-2020/
2015,Honda,"CR-V 2,0L","Swap, Negotiable",https://www.jacars.net/adv/2483399_honda-cr-v-2-0l-2015/
2021,Honda,"Vezel 1,5L","JA$4,100,000",https://www.jacars.net/adv/2500078_honda-vezel-1-5l-2021/
2018,Honda,"Civic 2,0L",Call for price,https://www.jacars.net/adv/2500076_honda-civic-2-0l-2018/
2020,Honda,"Shuttle 1,5L","JA$2,200,000",https://www.jacars.net/adv/2500073_honda-shuttle-1-5l-2020/
2018,Honda,"Accord 2,0L","JA$2,300,000",https://www.jacars.net/adv/2500069_honda-accord-2-0l-2018/
2018,Honda,"Grace 1,5L","JA$2,100,000",https://www.jacars.net/adv/2500067_honda-grace-1-5l-2018/
2012,Honda,"Fit 1,2L","JA$1,199,999",https://www.jacars.net/adv/2500063_honda-fit-1-2l-2012/
2020,Honda,"Shuttle 1,6L","JA$2,150,000",https://www.jacars.net/adv/2500059_honda-shuttle-1-6l-2020/
2021,Honda,"Fit Shuttle 1,5L","JA$2,499,000",https://www.jacars.net/adv/2486383_honda-fit-shuttle-1-5l-2021/
2017,Honda,"Grace 1,5L","JA$2,290,000",https://www.jacars.net/adv/2499522_honda-grace-1-5l-2017/
2021,Honda,"Fit 1,5L","JA$2,399,999",https://www.jacars.net/adv/2500035_honda-fit-1-5l-2021/
2020,Honda,"Fit 1,5L","JA$2,299,999",https://www.jacars.net/adv/2500032_honda-fit-1-5l-2020/
2015,Honda,"Stepwgn Spada 2,0L","JA$2,599,999",https://www.jacars.net/adv/2500026_honda-stepwgn-spada-2-0l-2015/
2018,Honda,"Accord 2,0L","JA$2,999,999",https://www.jacars.net/adv/2500023_honda-accord-2-0l-2018/
2017,Honda,"Vezel 1,5L","JA$2,599,999",https://www.jacars.net/adv/2500020_honda-vezel-1-5l-2017/
2017,Honda,"Fit 1,5L","JA$2,100,000",https://www.jacars.net/adv/2500011_honda-fit-1-5l-2017/
2015,Honda,"Grace 1,5L","JA$1,350,000",https://www.jacars.net/adv/2500004_honda-grace-1-5l-2015/
2022,Honda,"Civic 1,5L","JA$4,100,000",https://www.jacars.net/adv/2499980_honda-civic-1-5l-2022/
2020,Honda,"Accord 1,5L","JA$3,500,000",https://www.jacars.net/adv/2499972_honda-accord-2-0l-2020/
2020,Honda,"Fit 1,3L","JA$2,100,000",https://www.jacars.net/adv/2483116_honda-fit-1-3l-2020/
2020,Honda,"Grace 1,5L","JA$2,650,000",https://www.jacars.net/adv/2499956_honda-grace-1-5l-2020/
2015,Honda,"Stepwgn Spada 2,0L",Call for price,https://www.jacars.net/adv/2499949_honda-stepwgn-spada-2-0l-2015/
2017,Honda,"Fit 1,5L","JA$1,480,000",https://www.jacars.net/adv/2499939_honda-fit-1-5l-2017/
2016,Honda,"Fit 1,3L","JA$1,450,000",https://www.jacars.net/adv/2499929_honda-fit-1-3l-2016/
2015,Honda,"Jade 1,8L","JA$1,700,000",https://www.jacars.net/adv/2499921_honda-jade-1-6l-2015/
2021,Honda,"Vezel 1,5L","JA$4,990,000",https://www.jacars.net/adv/2476186_honda-vezel-1-5l-2021/
2017,Honda,"Accord 2,0L","JA$3,300,000",https://www.jacars.net/adv/2496143_honda-accord-2-0l-2017/
2020,Honda,"Shuttle 1,5L",Call for price,https://www.jacars.net/adv/2499896_honda-shuttle-1-5l-2020/
2018,Honda,"Fit 1,3L",Call for price,https://www.jacars.net/adv/2448177_honda-fit-1-3l-2018/
2019,Honda,"CR-V 1,5L",Call for price,https://www.jacars.net/adv/2484656_honda-cr-v-1-5l-2019/
2018,Honda,"Fit 1,3L",Call for price,https://www.jacars.net/adv/2484658_honda-fit-1-3l-2018/
2019,Honda,"Vezel 1,5L","JA$3,980,000",https://www.jacars.net/adv/2426085_honda-vezel-1-5l-2019/
2015,Honda,"Accord 2,0L",Call for price,https://www.jacars.net/adv/2468264_honda-accord-2-0l-2015/
2023,Honda,"BR-V 1,5L","JA$4,800,000",https://www.jacars.net/adv/2442920_honda-br-v-1-5l-2023/
2020,Honda,"Fit Shuttle 1,5L","JA$2,210,000",https://www.jacars.net/adv/2469733_honda-fit-shuttle-1-6l-2020/
2020,Honda,"Vezel 1,5L","JA$3,750,000",https://www.jacars.net/adv/2495528_honda-vezel-1-5l-2020/
2020,Honda,"Accord 1,5L","JA$3,500,000",https://www.jacars.net/adv/2478202_honda-accord-1-5l-2020/
2024,Honda,"BR-V 1,5L","JA$4,950,000",https://www.jacars.net/adv/2490734_honda-br-v-1-5l-2024/
2022,Honda,"Fit 1,3L","JA$2,650,000",https://www.jacars.net/adv/2470040_honda-fit-1-3l-2022/
2019,Honda,"Vezel 1,5L","JA$3,550,000",https://www.jacars.net/adv/2486275_honda-vezel-1-5l-2019/
2010,Honda,"Stream 1,8L","JA$1,250,000",https://www.jacars.net/adv/2499851_honda-stream-1-8l-2010/
2009,Honda,"Fit 1,3L","JA$700,000",https://www.jacars.net/adv/2499835_honda-fit-1-3l-2009/
2015,Honda,"Fit 1,5L","JA$1,550,000",https://www.jacars.net/adv/2498914_honda-fit-1-5l-2015/
2018,Honda,"CR-V 1,5L","JA$4,200,000",https://www.jacars.net/adv/2499815_honda-cr-v-1-5l-2018/
2021,Honda,"Vezel 1,5L","JA$4,650,000",https://www.jacars.net/adv/2486949_honda-vezel-1-5l-2021/
2020,Honda,"CR-V 1,5L","JA$4,400,000",https://www.jacars.net/adv/2499805_honda-cr-v-1-5l-2020/
2020,Honda,"Vezel 1,5L","JA$3,690,000",https://www.jacars.net/adv/2496108_honda-vezel-1-5l-2020/
2018,Honda,"Shuttle 1,5L","JA$1,740,000",https://www.jacars.net/adv/2494728_honda-shuttle-1-5l-2018/
2024,Honda,"BR-V 1,5L","JA$4,400,000",https://www.jacars.net/adv/2499790_honda-br-v-1-5l-2024/
2017,Honda,"Vezel 1,5L","JA$2,480,000",https://www.jacars.net/adv/2499787_honda-vezel-1-5l-2017/
2018,Honda,"Fit 1,5L","JA$1,750,000",https://www.jacars.net/adv/2499786_honda-fit-1-5l-2018/
2017,Honda,"Civic 1,5L","JA$2,150,000",https://www.jacars.net/adv/2499773_honda-civic-1-5l-2017/
2023,Honda,"CR-V 1,5L","JA$6,950,000",https://www.jacars.net/adv/2499768_honda-cr-v-1-5l-2023/
2018,Honda,"HR-V 1,8L","JA$2,800,000",https://www.jacars.net/adv/2499753_honda-hr-v-1-8l-2018/
2013,Honda,"Odyssey 2,5L",Negotiable,https://www.jacars.net/adv/2489820_honda-odyssey-2-5l-2013/
2023,Honda,"BR-V 1,5L","JA$4,000,000",https://www.jacars.net/adv/2499676_honda-br-v-1-5l-2023/
2018,Honda,"Grace 1,5L","JA$2,350,000",https://www.jacars.net/adv/2462740_honda-grace-1-5l-2018/
2013,Honda,"CR-V 2,0L",Call for price,https://www.jacars.net/adv/2499662_honda-cr-v-2-0l-2013/
1998,Honda,"CR-V 2,4L","JA$595,000",https://www.jacars.net/adv/2499652_honda-cr-v-2-4l-1998/
2018,Honda,"CR-V 2,0L","JA$4,150,000",https://www.jacars.net/adv/2493090_honda-cr-v-2-0l-2018/
2020,Honda,"Fit 1,5L","JA$2,100,000",https://www.jacars.net/adv/2470269_honda-fit-1-5l-2020/
2014,Honda,"Fit 1,3L","JA$1,250,000",https://www.jacars.net/adv/2499634_honda-fit-1-3l-2014/
2016,Honda,"Fit 1,5L","JA$1,700,000",https://www.jacars.net/adv/2499628_honda-fit-1-5l-2016/
2019,Honda,"CR-V 2,0L","JA$4,400,000",https://www.jacars.net/adv/2499626_honda-cr-v-2-0l-2019/
2009,Honda,"Fit 1,5L","JA$895,000",https://www.jacars.net/adv/2499068_honda-fit-1-5l-2009/
2014,Honda,"CR-V 2,0L","JA$2,395,000",https://www.jacars.net/adv/2490061_honda-cr-v-2-0l-2014/
2013,Honda,"CR-V 2,0L","JA$2,380,000",https://www.jacars.net/adv/2495193_honda-cr-v-2-0l-2013/
2017,Honda,"City 1,5L","JA$1,750,000",https://www.jacars.net/adv/2499612_honda-city-2-0l-2017/
1999,Honda,"Civic 1,5L","JA$300,000",https://www.jacars.net/adv/2499593_honda-civic-5-3l-1999/
2017,Honda,"Civic 1,5L","JA$2,350,000",https://www.jacars.net/adv/2499582_honda-civic-1-5l-2017/
2016,Honda,"Odyssey 2,4L","JA$2,600,000",https://www.jacars.net/adv/2464489_honda-odyssey-2-4l-2016/
2016,Honda,"HR-V 1,8L","JA$2,500,000",https://www.jacars.net/adv/2499524_honda-hr-v-1-8l-2016/
2015,Honda,"Vezel 1,8L","JA$2,390,000",https://www.jacars.net/adv/2499521_honda-vezel-1-8l-2015/
2020,Honda,"Fit 1,5L","JA$2,290,000",https://www.jacars.net/adv/2499520_honda-fit-1-5l-2020/
2020,Honda,"Fit 1,5L","JA$2,210,000",https://www.jacars.net/adv/2499513_honda-fit-1-5l-2020/
2020,Honda,"Grace 1,5L","JA$2,700,000",https://www.jacars.net/adv/2499504_honda-grace-1-5l-2020/
2020,Honda,"Grace 1,5L","JA$2,700,000",https://www.jacars.net/adv/2499503_honda-grace-1-5l-2020/
2020,Honda,"Fit 1,3L","JA$2,350,000",https://www.jacars.net/adv/2499498_honda-fit-1-3l-2020/
2008,Honda,"Civic 1,2L","JA$1,200,000",https://www.jacars.net/adv/2499493_honda-civic-1-2l-2008/
2015,Honda,"Fit Shuttle 1,5L","JA$1,750,000",https://www.jacars.net/adv/2493157_honda-fit-shuttle-1-5l-2015/
2014,Honda,"Accord 2,0L","JA$1,890,000",https://www.jacars.net/adv/2495986_honda-accord-2-0l-2014/
2017,Honda,"Civic 1,5L","JA$2,099,000",https://www.jacars.net/adv/2490514_honda-civic-1-5l-2017/
2020,Honda,"HR-V 1,7L","JA$3,640,000",https://www.jacars.net/adv/2499453_honda-hr-v-1-7l-2020/
2022,Honda,"Accord 1,5L","JA$4,800,000",https://www.jacars.net/adv/2490697_honda-accord-1-5l-2022/
2023,Honda,"BR-V 1,5L","JA$4,800,000",https://www.jacars.net/adv/2499436_honda-br-v-1-5l-2023/
2017,Honda,"Fit 1,3L","JA$1,700,000",https://www.jacars.net/adv/2499432_honda-fit-1-3l-2017/
2019,Honda,"Vezel 1,5L","JA$3,190,000",https://www.jacars.net/adv/2499430_honda-vezel-1-5l-2019/
2020,Honda,"HR-V 1,8L","JA$3,650,000",https://www.jacars.net/adv/2499428_honda-hr-v-1-8l-2020/
2013,Honda,"Odyssey 2,4L","JA$1,400,000",https://www.jacars.net/adv/2499418_honda-odyssey-2-4l-2013/
2022,Honda,"HR-V 1,5L","JA$5,000,000",https://www.jacars.net/adv/2499416_honda-hr-v-1-5l-2022/
2022,Honda,"Vezel 1,4L","JA$5,250,000",https://www.jacars.net/adv/2483571_honda-vezel-1-4l-2022/
2022,Honda,"Fit 1,3L","JA$2,520,000",https://www.jacars.net/adv/2499396_honda-fit-1-3l-2022/
2020,Honda,"Fit 1,3L","JA$2,230,000",https://www.jacars.net/adv/2499395_honda-fit-1-3l-2000/
2025,Honda,"Vezel 1,5L","JA$5,999,000",https://www.jacars.net/adv/2499393_honda-vezel-1-5l-2025/
2019,Honda,"Fit 1,5L","JA$2,550,000",https://www.jacars.net/adv/2477193_honda-vezel-1-5l-2019/
2024,Honda,"CR-V 1,5L","JA$8,895,000",https://www.jacars.net/adv/2496049_honda-cr-v-1-5l-2024/
2021,Honda,"CR-V 2,0L","JA$5,890,000",https://www.jacars.net/adv/2481381_honda-cr-v-2-0l-2021/
2020,Honda,"Fit 1,3L","JA$2,050,000",https://www.jacars.net/adv/2499356_honda-fit-1-3l-2020/
2016,Honda,"HR-V 1,5L","JA$2,300,000",https://www.jacars.net/adv/2499352_honda-hr-v-1-5l-2016/
2020,Honda,"Shuttle 1,5L","JA$2,400,000",https://www.jacars.net/adv/2499350_honda-shuttle-1-5l-2020/
2015,Honda,"Vezel 1,5L","JA$2,300,000",https://www.jacars.net/adv/2499338_honda-vezel-1-5l-2015/
2019,Honda,"CR-V 1,5L",Call for price,https://www.jacars.net/adv/2499337_honda-cr-v-1-5l-2019/
2022,Honda,"Pilot 3,5L","JA$6,900,000",https://www.jacars.net/adv/2479166_honda-pilot-3-5l-2022/
2017,Honda,"Fit 1,3L","JA$1,490,000",https://www.jacars.net/adv/2499279_honda-fit-1-3l-2017/
2002,Honda,"Civic 1,5L",Negotiable,https://www.jacars.net/adv/2499264_honda-civic-1-5l-2002/
2020,Honda,"Grace 1,5L",Call for price,https://www.jacars.net/adv/2495626_honda-grace-1-5l-2020/
2013,Honda,"Stream 1,8L","JA$1,950,000",https://www.jacars.net/adv/2480040_honda-stream-1-8l-2012/
2019,Honda,"Vezel 1,5L","JA$3,795,000",https://www.jacars.net/adv/2494937_honda-vezel-1-5l-2019/
2023,Honda,"ZR-V 1,5L","JA$6,180,000",https://www.jacars.net/adv/2494943_honda-zr-v-1-5l-2023/
2016,Honda,"CR-V 2,0L","JA$3,380,000",https://www.jacars.net/adv/2494947_honda-cr-v-2-0l-2016/
2020,Honda,"Fit 1,5L","JA$2,200,000",https://www.jacars.net/adv/2429923_honda-fit-1-5l-2020/
2020,Honda,"Civic 1,5L","JA$3,800,000",https://www.jacars.net/adv/2495156_honda-civic-1-5l-2020/
2022,Honda,"Shuttle 1,5L","JA$2,550,000",https://www.jacars.net/adv/2499190_honda-shuttle-1-5l-2022/
2012,Honda,"CR-V 2,0L","JA$2,050,000",https://www.jacars.net/adv/2497294_honda-cr-v-0-4l-2012/
2015,Honda,"Fit 1,2L","JA$1,500,000",https://www.jacars.net/adv/2498720_honda-fit-1-2l-2015/
2017,Honda,"Vezel 1,5L","JA$2,300,000",https://www.jacars.net/adv/2499168_honda-vezel-1-5l-2017/
2012,Honda,"Civic 1,8L","JA$1,350,000",https://www.jacars.net/adv/2499166_honda-civic-1-8l-2012/
2015,Honda,"Accord 2,0L","JA$2,450,000",https://www.jacars.net/adv/2499161_honda-accord-2-0l-2015/
2016,Honda,"Fit 1,5L","JA$1,400,000",https://www.jacars.net/adv/2499158_honda-fit-1-5l-2016/
2015,Honda,"Mobilio 1,5L","JA$1,700,000",https://www.jacars.net/adv/2492036_honda-jade-1-5l-2016/
2017,Honda,"HR-V 1,5L",Call for price,https://www.jacars.net/adv/2499141_honda-hr-v-1-5l-2017/
2016,Honda,"Accord 2,0L",Call for price,https://www.jacars.net/adv/2499140_honda-accord-2-0l-2016/
2019,Honda,"Shuttle 1,5L",Call for price,https://www.jacars.net/adv/2488804_honda-shuttle-1-5l-2019/
2016,Honda,"Civic 2,0L","JA$2,000,000",https://www.jacars.net/adv/2499125_honda-civic-2-0l-2016/
2019,Honda,"Shuttle 1,5L","JA$1,800,000",https://www.jacars.net/adv/2499119_honda-shuttle-1-5l-2019/
2024,Honda,"Civic 2,0L",Call for price,https://www.jacars.net/adv/2495529_honda-civic-2-0l-2024/
2017,Honda,"Vezel 1,5L",Call for price,https://www.jacars.net/adv/2495532_honda-vezel-1-5l-2017/
2022,Honda,"Fit 1,5L",Negotiable,https://www.jacars.net/adv/2499111_honda-fit-1-5l-2022/
2022,Honda,"Civic 2,0L","JA$4,000,000",https://www.jacars.net/adv/2494995_honda-civic-2-0l-2022/
2020,Honda,"Vezel 1,5L","JA$3,400,000",https://www.jacars.net/adv/2485607_honda-vezel-1-6l-2020/
2021,Honda,"Fit 1,5L",Call for price,https://www.jacars.net/adv/2495533_honda-fit-1-5l-2021/
2024,Honda,"BR-V 1,5L","JA$4,650,000",https://www.jacars.net/adv/2483727_honda-br-v-1-5l-2024/
2019,Honda,"Fit 1,5L","JA$2,290,000",https://www.jacars.net/adv/2499098_honda-fit-1-5l-2019/
2015,Honda,"Fit 1,5L",Call for price,https://www.jacars.net/adv/2499091_honda-fit-1-5l-2015/
2020,Honda,"Vezel 2,0L","JA$3,980,000",https://www.jacars.net/adv/2499086_honda-vezel-2-0l-2020/
2017,Honda,"Vezel 1,5L","JA$2,850,000",https://www.jacars.net/adv/2499077_honda-vezel-1-5l-2017/
2017,Honda,"Stepwgn 2,0L",Call for price,https://www.jacars.net/adv/2478283_honda-stepwgn-2-0l-2017/
2020,Honda,"Vezel 1,5L",Call for price,https://www.jacars.net/adv/2474796_honda-vezel-1-5l-2020/
2019,Honda,"Grace 1,5L",Call for price,https://www.jacars.net/adv/2455918_honda-grace-1-5l-2019/
2022,Honda,"Vezel 1,5L","JA$4,700,000",https://www.jacars.net/adv/2498926_2022-honda-vezel/
